user	date	date_kind	lon	lat
533|nigelramsay	2016-12-30T23:25:49	taken	176.118173	-40.186368
533|nigelramsay	2016-10-03T03:30:23	taken	174.983394	-40.972255
533|nigelramsay	2016-12-31T01:49:42	taken	175.556426	-41.002695
53705|chicharito-phung	2024-06-12T06:26:26	taken	106.701973	10.762108
53705|chicharito-phung	2024-06-12T10:19:21	taken	106.704744	10.774746
59125|filipb	2021-09-15T01:53:35	taken	103.770014	1.299259
59125|filipb	2025-07-12T07:28:54	taken	103.845594	1.282671
59125|filipb	2022-10-19T23:25:14	taken	151.234431	-33.918803
59125|filipb	2022-10-22T03:21:50	taken	151.209988	-33.861688
59125|filipb	2023-11-16T09:46:27	taken	28.743823	41.258767
59125|filipb	2023-11-16T09:16:34	taken	28.974969	41.067431
59125|filipb	2025-11-27T01:21:56	taken	121.922269	11.964817
59125|filipb	2025-11-28T09:08:36	taken	121.922358	11.964560
59125|filipb	2024-11-25T01:31:38	taken	139.678857	35.661229
59125|filipb	2024-11-28T13:15:17	taken	139.669568	35.645509
59125|filipb	2021-12-01T15:59:43	taken	-1.573532	47.201086
59125|filipb	2021-12-04T12:57:58	taken	-1.505134	47.226875
59125|filipb	2023-06-21T16:40:18	taken	15.989082	45.752548
59125|filipb	2024-12-24T13:31:15	taken	15.978924	45.809926
59125|filipb	2024-11-17T03:19:46	taken	98.283596	7.948426
59125|filipb	2024-11-17T03:56:18	taken	98.285135	7.949566
59125|filipb	2023-11-16T09:11:16	taken	29.010312	41.058009
59125|filipb	2023-11-16T09:10:51	taken	29.009952	41.056660
59125|filipb	2024-08-04T10:24:34	taken	107.081167	20.859115
59125|filipb	2024-08-04T08:52:30	taken	107.089764	20.844509
59125|filipb	2024-12-08T03:15:56	taken	114.199777	22.378620
59125|filipb	2024-12-08T07:02:08	taken	114.175388	22.299682
59125|filipb	2021-12-04T14:32:20	taken	0.202367	47.992820
59125|filipb	2023-06-21T16:45:04	taken	16.002643	45.778520
59125|filipb	2024-09-26T02:45:22	taken	110.349404	1.557309
59125|filipb	2024-11-10T03:46:29	taken	114.463229	22.604110
59125|filipb	2024-12-16T04:44:46	taken	119.720013	30.234747
59125|filipb	2025-03-29T12:53:31	taken	121.537423	25.026180
59125|filipb	2025-07-09T10:22:15	taken	126.591586	45.764316
59125|filipb	2025-07-29T09:42:51	taken	110.211940	-7.601630
59125|filipb	2025-08-17T07:41:50	taken	101.645064	3.082235
59125|filipb	2025-11-08T06:28:14	taken	106.595897	11.023071
59125|filipb	2025-11-09T06:35:39	taken	106.687984	10.791039
