pageid	title	user	date	date_kind	lon	lat	method	resolved	osm_kind
15276356	File:Ho Chi Minh mausoleum 0321.JPG	Gryffindor	2008	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
17286763	File:Ho Chi Minh Mausoleum - 2003.jpg	Benoît Prieur	2003	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
17514737	File:Ho Chi Minh Mausoleum 1.jpg	Jrwooley6	2008-08-03	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	building/yes
20846769	File:Ho Chi Minh Mausoleum - 28042012.jpg	Garnershiqian	2012-04-28	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
22547348	File:Ho Chi Minh Mausoleum.JPG	User: (WT-shared) Shoestring at  wts wikivoyage	10 July 2007 (original upload date)	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
23301694	File:Ho Chi Minh Mausoleum-Hanoi-Vietnam.JPG	Ecow	2012-12-22 12:40:05	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	historic/monument
27401210	File:Lăng Chủ tịch Hồ Chí Minh.jpg	https://www.flickr.com/photos/jlascar/4550322359/sizes/o/in/set-72157625235274706/ Jorge Láscar	2013-07-23 18:30:12	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	historic/monument
28861205	File:Ho Chi Minh Mausoleum Hanoi Vietnam.JPG	Grossbildjaeger	2006-02-18 09:34:29	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
31409444	File:2012 Ho Chi Minh Mausoleum.jpg	Kjetil Ree	2012-12	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
36198833	File:Ho Chi Minh mausoleum (368972063).jpg	Hector Garcia from Barcelona, Catalonia, Spain	2007-01-20 10:04	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
47036240	File:Ho Chi Minh Mausoleum, Hanoi Vietnam.jpg	EurovisionNim	2015-12-31 14:47:23	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
54689760	File:Ho Chi minh mausoleum.jpg	RandiJohn	30 December 2016 (according to <span lan	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218177	File:Ho Chi Minh Mausoleum, Hanoi (2) (37779696144).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:29	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218180	File:Ho Chi Minh Mausoleum, Hanoi (3) (24622750848).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:29	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218188	File:Ho Chi Minh Mausoleum, Hanoi (1) (37608155945).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:29	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218191	File:Ho Chi Minh Mausoleum, Hanoi (7) (37608104815).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:41	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218196	File:Ho Chi Minh Mausoleum, Hanoi (6) (38494866801).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:39	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218202	File:Ho Chi Minh Mausoleum, Hanoi (4) (37608135225).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:38	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
64218205	File:Ho Chi Minh Mausoleum, Hanoi (5) (38494888101).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 4 November 2017, 09:38	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
66995396	File:Ho Chi Minh Mausoleum (3492161368).jpg	Dennis G. Jarvis	2009-01-31 03:39	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
68131426	File:Ho Chi Minh Mausoleum 2018.jpg	Jp16103	2018-03-12 23:11:17	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
77915874	File:Ho Chi Minh Mausoleum (1).jpg	Przemek P	2010-04-10 06:47:28	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
105755591	File:Ho Chi Minh Mausoleum, Hanoi (44478563260).jpg	Isabell Schulz	Taken on 11 December 2018, 16:06	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
105755601	File:Ho Chi Minh Mausoleum, Hanoi (44478563270).jpg	Isabell Schulz	Taken on 11 December 2018, 16:02	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
105770452	File:Ho Chi Minh-Mausoleum (6922856964).jpg	Cornelius Kibelka from Berlin, Germany	2011-03-24 02:54	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
105770462	File:Ho-Chi-Minh-Museum (7068924485).jpg	Cornelius Kibelka from Berlin, Germany	2011-03-24 02:07	taken	105.832629	21.035617	title	Bảo tàng Hồ Chí Minh, 19, Phố Ngọc Hà, Xuân Biểu, Phường Ba Đình, Thành phố Hà Nội, 11120,	tourism/museum
108169366	File:Ho Chi Minh Mausoleum (26040058740).jpg	katiebordner	2015-12-27 05:01	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
110763910	File:Ho Chi Minh mausoleum (39406729845).jpg	Mig Gilbert from Brighton	2018-01-30 10:12	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
110763915	File:Ho Chi Minh Mausoleum (39406723295).jpg	Mig Gilbert from Brighton	2018-01-30 10:15	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
110763917	File:Ho Chi Minh mausoleum (39406726315).jpg	Mig Gilbert from Brighton	2018-01-30 10:14	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
110763919	File:Ho Chi Minh mausoleum (39406720315).jpg	Mig Gilbert from Brighton	2018-01-30 10:15	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101476	File:Ho Chi Minh mausoleum, July 2003, Hanoi.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101479	File:Ho Chi Minh mausoleum, July 2003, Hanoi 2.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101483	File:Ho Chi Minh mausoleum, July 2003, Hanoi 3.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101486	File:Ho Chi Minh mausoleum, July 2003, Hanoi 4.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101492	File:Ho Chi Minh mausoleum, July 2003, Hanoi 5.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101495	File:Ho Chi Minh mausoleum, July 2003, Hanoi 6.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101500	File:Ho Chi Minh mausoleum, July 2003, Hanoi 7.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101504	File:Ho Chi Minh mausoleum, July 2003, Hanoi 8.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101508	File:Ho Chi Minh mausoleum, July 2003, Hanoi 9.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101513	File:Ho Chi Minh mausoleum, July 2003, Hanoi 10.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101521	File:Ho Chi Minh mausoleum, July 2003, Hanoi 11.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101526	File:Ho Chi Minh mausoleum, July 2003, Hanoi 12.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101534	File:Ho Chi Minh mausoleum, July 2003, Hanoi 13.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101539	File:Ho Chi Minh mausoleum, July 2003, Hanoi 14.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101548	File:Ho Chi Minh mausoleum, July 2003, Hanoi 15.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101551	File:Ho Chi Minh mausoleum, July 2003, Hanoi 16.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101554	File:Ho Chi Minh mausoleum, July 2003, Hanoi 17.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101561	File:Ho Chi Minh mausoleum, July 2003, Hanoi 18.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101564	File:Ho Chi Minh mausoleum, July 2003, Hanoi 19.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101570	File:Ho Chi Minh mausoleum, July 2003, Hanoi 20.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101577	File:Ho Chi Minh mausoleum, July 2003, Hanoi 21.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101582	File:Ho Chi Minh mausoleum, July 2003, Hanoi 22.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101589	File:Ho Chi Minh mausoleum, July 2003, Hanoi 23.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101592	File:Ho Chi Minh mausoleum, July 2003, Hanoi 24.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101602	File:Ho Chi Minh mausoleum, July 2003, Hanoi 25.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101618	File:Ho Chi Minh mausoleum, July 2003, Hanoi 26.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101622	File:Ho Chi Minh mausoleum, July 2003, Hanoi 27.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101629	File:Ho Chi Minh mausoleum, July 2003, Hanoi 28.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101633	File:Ho Chi Minh mausoleum, July 2003, Hanoi 29.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
113101778	File:Ho Chi Minh mausoleum, July 2003, Hanoi 30.jpg	Syced	"26 July 2003 (according to <span lang=""e"	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
140016646	File:Ho Chi Minh Mausoleum (35326218683).jpg	Hòa Nguyễn	2017-07-23 13:39	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
140580028	File:Ho Chi Minh Mausoleum (26936780921).jpg	Bex Walton from London, England	2016-05-03 11:37	taken	105.834689	21.036783	title	Lăng Chủ tịch Hồ Chí Minh, 1, Đường Hùng Vương, Phường Ba Đình, Thành phố Hà Nội, 11120, V	tourism/attraction
78107061	File:Ding Tea, 306 Nguyen Trai, Thanh Xuan District, Hanoi, Vietnam (01).jpg	TaiwaneseWaveVN	2019-04-17 14:56:30	taken	105.786335	21.037377	title	Ding Tea, 122-124, Đường Xuân Thủy, Dịch Vọng Hậu, Kẻ Vòng (Dịch Vọng), Phường Cầu Giấy, T	amenity/cafe
62661259	File:Trường Tiểu Học Tràng An (2017).jpg	Donald Trung	Taken on 6 September 2017, 09:13:53	taken	105.850303	21.027966	title	Trường Tiểu học Tràng An, 29, Phố Nhà Chung, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nộ	amenity/school
42656790	File:Tháp nước phố Hàng Đậu, Hà Nội.jpg	Hoangkid at Vietnamese Wikipedia	7 July 2012 (original upload date)	taken	105.847428	21.040113	title	Tháp nước Hàng Đậu, Phố Hàng Đậu, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, V	amenity/events_venue
89263310	File:Bệnh viện thể thao.jpg	Đặng Thái Hoàng	2012-08	taken	105.761529	21.023108	title	Bệnh viện Thể thao Việt Nam, Phố Đỗ Xuân Hợp, Xuân Phong, Phường Từ Liêm, Thành phố Hà Nội	amenity/hospital
196203601	File:Hanoi - Turtle Tower (Tháp Rùa), Hoàn Kiếm Lake.jpg	P. Hughes	2014	taken	105.852293	21.027873	title	Tháp Rùa, Phố Lê Thái Tổ, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, Việt Nam	historic/monument
30272833	File:Nha tho Duong Quan.jpg	民爲貴	2013-12-12 21:02:43	taken	105.747335	21.050714	title	Nhà thờ Giáo xứ Đình Quán, 60A, Ngõ 59 Đường Văn Tiến Dũng, Đình Quán, Kẻ Diễn, Phường Phú	building/church
197217527	File:Văn Miếu – Quốc Tử Giám (1).jpg	Chuhai07	2026-08-11 11:29:41	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217528	File:Văn Miếu – Quốc Tử Giám (2).jpg	Chuhai07	2026-08-11 11:30:30	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217529	File:Văn Miếu – Quốc Tử Giám (3).jpg	Chuhai07	2026-08-11 11:30:39	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217534	File:Văn Miếu – Quốc Tử Giám (4).jpg	Chuhai07	2026-08-11 11:30:39	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217535	File:Văn Miếu – Quốc Tử Giám (5).jpg	Chuhai07	2026-08-11 11:32:04	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217537	File:Văn Miếu – Quốc Tử Giám (6).jpg	Chuhai07	2026-08-11 11:32:05	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217544	File:Văn Miếu – Quốc Tử Giám (7).jpg	Chuhai07	2026-08-11 11:32:06	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217545	File:Văn Miếu – Quốc Tử Giám (9).jpg	Chuhai07	2026-08-11 11:32:14	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217550	File:Văn Miếu – Quốc Tử Giám (8).jpg	Chuhai07	2026-08-11 11:32:08	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217554	File:Văn Miếu – Quốc Tử Giám (10).jpg	Chuhai07	2026-08-11 11:32:24	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217556	File:Văn Miếu – Quốc Tử Giám (11).jpg	Chuhai07	2026-08-11 11:32:29	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217560	File:Văn Miếu – Quốc Tử Giám (12).jpg	Chuhai07	2026-08-11 11:32:29	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217562	File:Văn Miếu – Quốc Tử Giám (13).jpg	Chuhai07	2026-08-11 11:32:29	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217564	File:Văn Miếu – Quốc Tử Giám (14).jpg	Chuhai07	2026-08-11 11:32:37	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217565	File:Văn Miếu – Quốc Tử Giám (15).jpg	Chuhai07	2026-08-11 11:32:37	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217567	File:Văn Miếu – Quốc Tử Giám (16).jpg	Chuhai07	2026-08-11 11:33:18	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217569	File:Văn Miếu – Quốc Tử Giám (17).jpg	Chuhai07	2026-08-11 11:33:19	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
